lo_orderkey|lo_linenumber|lo_custkey|lo_partkey|lo_suppkey|lo_orderdate|lo_orderpriority|lo_shippriority|lo_quantity|lo_extendedprice|lo_ordertotalprice|lo_discount|lo_revenue|lo_supplycost|lo_tax|lo_commitdate|lo_shipmode
515|1|2|105|1|19970407|5-LOW|0|10|1005100|12756435|3|974947|60306|2|19970612|FOB
515|2|2|148|2|19970407|5-LOW|0|38|3982932|12756435|10|3584638|62888|7|19970621|SHIP
515|3|2|183|2|19970407|5-LOW|0|11|1191498|12756435|0|1191498|64990|2|19970511|FOB
515|4|2|109|1|19970407|5-LOW|0|34|3430940|12756435|9|3122155|60546|3|19970604|REG AIR
515|5|2|131|1|19970407|5-LOW|0|32|3299616|12756435|1|3266619|61867|7|19970517|FOB
516|1|29|25|2|19980208|2-HIGH|0|11|1017522|22395874|1|1007346|55501|6|19980312|FOB
516|2|29|125|2|19980208|2-HIGH|0|22|2255264|22395874|3|2187606|61507|2|19980427|RAIL
516|3|29|118|1|19980208|2-HIGH|0|46|4683306|22395874|0|4683306|61086|4|19980404|FOB
516|4|29|163|1|19980208|2-HIGH|0|39|4146324|22395874|2|4063397|63789|4|19980428|REG AIR
516|5|29|42|2|19980208|2-HIGH|0|28|2637712|22395874|2|2584957|56522|4|19980322|MAIL
516|6|29|130|2|19980208|2-HIGH|0|30|3090390|22395874|10|2781351|61807|3|19980411|RAIL
516|7|29|51|1|19980208|2-HIGH|0|46|4374830|22395874|5|4156088|57063|7|19980503|RAIL
517|1|13|45|1|19971031|1-URGENT|0|28|2646112|8658980|3|2566728|56702|2|19971211|MAIL
517|2|13|156|1|19971031|1-URGENT|0|15|1584225|8658980|2|1552540|63369|0|19980119|TRUCK
517|3|13|41|1|19971031|1-URGENT|0|9|846936|8658980|4|813058|56462|0|19980109|SHIP
517|4|13|133|1|19971031|1-URGENT|0|11|1136443|8658980|6|1068256|61987|2|19971225|REG AIR
517|5|13|24|2|19971031|1-URGENT|0|23|2125246|8658980|0|2125246|55441|1|19971130|RAIL
517|6|13|17|2|19971031|1-URGENT|0|5|458505|8658980|7|426409|55020|3|19980110|AIR
518|1|19|165|1|19930217|2-HIGH|0|30|3195480|3120385|7|2971796|63909|5|19930405|TRUCK
519|1|13|159|2|19951107|2-HIGH|0|1|105915|3626011|7|98500|63549|7|19960202|REG AIR
519|2|13|3|1|19951107|2-HIGH|0|38|3431400|3626011|5|3259830|54180|8|19951222|FOB
544|1|29|139|1|19961101|2-HIGH|0|47|4883911|4762789|8|4493198|62347|6|19961209|SHIP
545|1|20|170|1|19960622|3-MEDIUM|0|4|428068|5674122|2|419506|64210|0|19960731|FOB
545|2|20|171|2|19960622|3-MEDIUM|0|18|1928106|5674122|0|1928106|64270|0|19960901|RAIL
545|3|20|142|1|19960622|3-MEDIUM|0|32|3334848|5674122|5|3168105|62528|5|19960728|TRUCK
546|1|25|85|2|19940921|1-URGENT|0|16|1576128|10639187|8|1450037|59104|2|19941119|TRUCK
546|2|25|20|2|19940921|1-URGENT|0|27|2484054|10639187|0|2484054|55201|7|19941028|RAIL
546|3|25|174|2|19940921|1-URGENT|0|42|4511514|10639187|1|4466398|64450|4|19941031|FOB
546|4|25|33|1|19940921|1-URGENT|0|13|1212939|10639187|5|1152292|55981|3|19941031|REG AIR
546|5|25|67|2|19940921|1-URGENT|0|5|483530|10639187|8|444847|58023|7|19941111|AIR
546|6|25|128|2|19940921|1-URGENT|0|2|205624|10639187|10|185061|61687|5|19941130|REG AIR
547|1|22|71|2|19920713|1-URGENT|0|44|4272708|14767747|8|3930891|58264|8|19920907|FOB
547|2|22|137|2|19920713|1-URGENT|0|48|4978224|14767747|1|4928441|62227|4|19920825|SHIP
547|3|22|182|2|19920713|1-URGENT|0|3|324654|14767747|5|308421|64930|2|19920822|SHIP
547|4|22|56|2|19920713|1-URGENT|0|44|4206620|14767747|4|4038355|57363|3|19921004|TRUCK
547|5|22|118|1|19920713|1-URGENT|0|9|916299|14767747|5|870484|61086|6|19920827|AIR
548|1|5|197|1|19950802|1-URGENT|0|2|219438|216584|6|206271|65831|5|19950917|MAIL
549|1|19|196|2|19950530|1-URGENT|0|18|1973142|9277615|7|1835022|65771|4|19950629|REG AIR
549|2|19|189|1|19950530|1-URGENT|0|38|4138884|9277615|7|3849162|65350|5|19950715|RAIL
549|3|19|66|1|19950530|1-URGENT|0|36|3477816|9277615|8|3199590|57963|4|19950828|AIR
550|1|7|191|1|19970513|3-MEDIUM|0|31|3382689|12461950|4|3247381|65471|2|19970708|AIR
550|2|7|77|2|19970513|3-MEDIUM|0|47|4592229|12461950|6|4316695|58624|0|19970807|TRUCK
550|3|7|119|2|19970513|3-MEDIUM|0|46|4687906|12461950|3|4547268|61146|2|19970729|TRUCK
550|4|7|140|1|19970513|3-MEDIUM|0|2|208028|12461950|10|187225|62408|4|19970718|RAIL
551|1|13|24|1|19941219|5-LOW|0|8|739216|2960260|8|680078|55441|2|19950206|REG AIR
551|2|13|159|2|19941219|5-LOW|0|20|2118300|2960260|0|2118300|63549|7|19950316|TRUCK
576|1|19|87|2|19970110|5-LOW|0|2|197416|738562|7|183596|59224|1|19970227|RAIL
576|2|19|34|2|19970110|5-LOW|0|6|560418|738562|6|526792|56041|5|19970325|TRUCK
577|1|14|26|2|19980311|2-HIGH|0|25|2315050|9412583|6|2176147|55561|1|19980513|AIR
577|2|14|64|2|19980311|2-HIGH|0|14|1349684|9412583|8|1241709|57843|3|19980518|RAIL
577|3|14|147|1|19980311|2-HIGH|0|11|1151854|9412583|4|1105779|62828|4|19980430|TRUCK
577|4|14|192|1|19980311|2-HIGH|0|4|436876|9412583|4|419400|65531|2|19980523|MAIL
577|5|14|22|2|19980311|2-HIGH|0|6|553212|9412583|3|536615|55321|0|19980418|RAIL
577|6|14|23|1|19980311|2-HIGH|0|46|4245892|9412583|10|3821302|55381|0|19980416|TRUCK
578|1|13|156|1|19970705|2-HIGH|0|40|4224600|10913854|2|4140108|63369|8|19970910|SHIP
578|2|13|188|2|19970705|2-HIGH|0|23|2502814|10913854|5|2377673|65290|8|19970826|FOB
578|3|13|122|2|19970705|2-HIGH|0|39|3986268|10913854|10|3587641|61327|8|19970921|RAIL
579|1|14|151|2|19970223|4-NOT SPECI|0|9|946035|8902239|0|946035|63069|5|19970412|RAIL
579|2|14|33|2|19970223|4-NOT SPECI|0|39|3638817|8902239|2|3566040|55981|1|19970518|REG AIR
579|3|14|60|2|19970223|4-NOT SPECI|0|6|576036|8902239|3|558754|57603|0|19970417|TRUCK
579|4|14|7|1|19970223|4-NOT SPECI|0|41|3718700|8902239|4|3569952|54420|5|19970415|REG AIR
580|1|10|85|2|19971021|1-URGENT|0|33|3250764|10074581|3|3153241|59104|5|19980105|FOB
580|2|10|174|1|19971021|1-URGENT|0|31|3329927|10074581|4|3196729|64450|8|19971225|FOB
580|3|10|185|1|19971021|1-URGENT|0|19|2061842|10074581|4|1979368|65110|4|19980107|FOB
580|4|10|138|1|19971021|1-URGENT|0|13|1349569|10074581|9|1228107|62287|2|19971227|AIR
581|1|10|64|2|19970319|3-MEDIUM|0|41|3952646|17229845|9|3596907|57843|7|19970430|MAIL
581|2|10|93|1|19970319|3-MEDIUM|0|14|1390326|17229845|6|1306906|59585|8|19970508|MAIL
581|3|10|101|2|19970319|3-MEDIUM|0|49|4905390|17229845|10|4414851|60066|2|19970518|MAIL
581|4|10|75|2|19970319|3-MEDIUM|0|30|2925210|17229845|10|2632689|58504|8|19970614|TRUCK
581|5|10|53|1|19970319|3-MEDIUM|0|49|4669945|17229845|1|4623245|57183|0|19970510|TRUCK
582|1|7|57|2|19960228|3-MEDIUM|0|7|669935|5182990|7|623039|57423|0|19960407|FOB
582|2|7|51|1|19960228|3-MEDIUM|0|49|4660145|5182990|5|4427137|57063|3|19960521|REG AIR
583|1|26|145|1|19940601|3-MEDIUM|0|1|104514|104001|7|97198|62708|7|19940712|TRUCK
608|1|11|154|2|19950802|1-URGENT|0|19|2002885|17956204|8|1842654|63249|6|19951005|RAIL
608|2|11|198|2|19950802|1-URGENT|0|40|4392760|17956204|3|4260977|65891|1|19950914|AIR
608|3|11|184|2|19950802|1-URGENT|0|7|758926|17956204|7|705801|65050|7|19951004|AIR
608|4|11|104|1|19950802|1-URGENT|0|8|803280|17956204|6|755083|60246|2|19951010|FOB
608|5|11|159|2|19950802|1-URGENT|0|21|2224215|17956204|9|2024035|63549|1|19950907|MAIL
608|6|11|53|1|19950802|1-URGENT|0|39|3716895|17956204|2|3642557|57183|2|19950912|REG AIR
608|7|11|43|2|19950802|1-URGENT|0|48|4526592|17956204|8|4164464|56582|6|19951010|RAIL
609|1|22|66|1|19930127|1-URGENT|0|21|2028726|9068611|1|2008438|57963|5|19930420|FOB
609|2|22|7|2|19930127|1-URGENT|0|19|1723300|9068611|1|1706067|54420|0|19930327|RAIL
609|3|22|178|2|19930127|1-URGENT|0|46|4959582|9068611|1|4909986|64690|7|19930420|TRUCK
610|1|17|111|2|19921021|3-MEDIUM|0|49|4954439|14664319|10|4458995|60666|7|19930114|SHIP
610|2|17|68|2|19921021|3-MEDIUM|0|11|1064866|14664319|7|990325|58083|8|19930113|MAIL
610|3|17|118|1|19921021|3-MEDIUM|0|26|2647086|14664319|9|2408848|61086|4|19921128|AIR
610|4|17|186|1|19921021|3-MEDIUM|0|17|1846506|14664319|3|1791110|65170|3|19930118|FOB
610|5|17|146|1|19921021|3-MEDIUM|0|39|4079946|14664319|8|3753550|62768|5|19930109|REG AIR
610|6|17|95|1|19921021|3-MEDIUM|0|5|497545|14664319|0|497545|59705|7|19930110|FOB
611|1|28|17|2|19950618|2-HIGH|0|39|3576339|11032281|5|3397522|55020|6|19950829|SHIP
611|2|28|81|1|19950618|2-HIGH|0|1|98108|11032281|8|90259|58864|7|19950718|MAIL
611|3|28|120|1|19950618|2-HIGH|0|39|3978468|11032281|9|3620405|61207|2|19950730|TRUCK
611|4|28|191|2|19950618|2-HIGH|0|36|3928284|11032281|10|3535455|65471|3|19950902|AIR
612|1|28|185|2|19921201|2-HIGH|0|5|542590|14569542|7|504608|65110|0|19921231|RAIL
612|2|28|195|1|19921201|2-HIGH|0|28|3066532|14569542|7|2851874|65711|6|19930121|TRUCK
612|3|28|67|2|19921201|2-HIGH|0|49|4738594|14569542|0|4738594|58023|8|19930105|REG AIR
612|4|28|39|1|19921201|2-HIGH|0|28|2629284|14569542|5|2497819|56341|0|19930115|REG AIR
612|5|28|88|1|19921201|2-HIGH|0|1|98808|14569542|8|90903|59284|4|19930123|FOB
612|6|28|189|2|19921201|2-HIGH|0|33|3594294|14569542|10|3234864|65350|3|19930111|MAIL
613|1|14|91|2|19920509|5-LOW|0|17|1684853|1678786|6|1583761|59465|6|19920625|SHIP
614|1|20|195|2|19930123|2-HIGH|0|21|2299899|13412932|0|2299899|65711|3|19930228|TRUCK
614|2|20|187|1|19930123|2-HIGH|0|48|5218464|13412932|7|4853171|65230|7|19930313|SHIP
614|3|20|167|2|19930123|2-HIGH|0|43|4588788|13412932|5|4359348|64029|0|19930416|SHIP
614|4|20|147|2|19930123|2-HIGH|0|14|1465996|13412932|4|1407356|62828|6|19930408|SHIP
615|1|28|105|1|19930830|5-LOW|0|36|3618360|15576306|10|3256524|60306|1|19931104|FOB
615|2|28|75|2|19930830|5-LOW|0|27|2632689|15576306|2|2580035|58504|2|19931020|REG AIR
615|3|28|84|2|19930830|5-LOW|0|50|4920400|15576306|5|4674380|59044|1|19931001|REG AIR
615|4|28|11|2|19930830|5-LOW|0|37|3370737|15576306|5|3202200|54660|0|19931126|RAIL
615|5|28|15|1|19930830|5-LOW|0|19|1738519|15576306|6|1634207|54900|6|19931112|REG AIR
640|1|8|93|2|19931216|3-MEDIUM|0|49|4866141|4516751|9|4428188|59585|2|19940310|RAIL
641|1|13|126|2|19950325|2-HIGH|0|18|1847016|12062649|1|1828545|61567|8|19950506|AIR
641|2|13|100|1|19950325|2-HIGH|0|1|100010|12062649|9|91009|60006|2|19950523|RAIL
641|3|13|95|1|19950325|2-HIGH|0|40|3980360|12062649|5|3781342|59705|6|19950515|REG AIR
641|4|13|71|2|19950325|2-HIGH|0|25|2427675|12062649|3|2354844|58264|2|19950613|FOB
641|5|13|4|2|19950325|2-HIGH|0|41|3706400|12062649|7|3446952|54240|4|19950522|FOB
642|1|2|54|1|19920501|1-URGENT|0|26|2480530|20208675|10|2232477|57243|3|19920617|REG AIR
642|2|2|49|2|19920501|1-URGENT|0|50|4745200|20208675|3|4602844|56942|0|19920713|TRUCK
642|3|2|131|2|19920501|1-URGENT|0|42|4330746|20208675|4|4157516|61867|5|19920611|AIR
642|4|2|124|2|19920501|1-URGENT|0|48|4915776|20208675|1|4866618|61447|1|19920721|MAIL
642|5|2|41|2|19920501|1-URGENT|0|11|1035144|20208675|8|952332|56462|2|19920723|SHIP
642|6|2|163|2|19920501|1-URGENT|0|2|212632|20208675|3|206253|63789|7|19920604|REG AIR
642|7|2|90|2|19920501|1-URGENT|0|30|2970270|20208675|10|2673243|59405|6|19920606|MAIL
643|1|23|13|2|19941203|2-HIGH|0|28|2556428|21984219|0|2556428|54780|8|19950120|TRUCK
643|2|23|51|1|19941203|2-HIGH|0|48|4565040|21984219|1|4519389|57063|2|19950215|FOB
643|3|23|163|1|19941203|2-HIGH|0|23|2445268|21984219|5|2323004|63789|3|19950126|RAIL
643|4|23|45|2|19941203|2-HIGH|0|39|3685656|21984219|8|3390803|56702|4|19950224|RAIL
643|5|23|190|2|19941203|2-HIGH|0|47|5123893|21984219|10|4611503|65411|3|19950222|RAIL
643|6|23|33|2|19941203|2-HIGH|0|33|3078999|21984219|9|2801889|55981|4|19950225|RAIL
643|7|23|4|2|19941203|2-HIGH|0|12|1084800|21984219|5|1030560|54240|0|19950208|TRUCK
644|1|11|134|1|19941122|2-HIGH|0|46|4756998|16602444|2|4661858|62047|1|19950105|RAIL
644|2|11|130|2|19941122|2-HIGH|0|11|1133143|16602444|5|1076485|61807|2|19950211|TRUCK
644|3|11|101|2|19941122|2-HIGH|0|44|4404840|16602444|4|4228646|60066|4|19950216|REG AIR
644|4|11|80|2|19941122|2-HIGH|0|7|686056|16602444|1|679195|58804|2|19950122|RAIL
644|5|11|50|1|19941122|2-HIGH|0|23|2185115|16602444|2|2141412|57003|4|19950218|TRUCK
644|6|11|85|2|19941122|2-HIGH|0|33|3250764|16602444|0|3250764|59104|7|19950217|AIR
645|1|29|160|1|19970807|1-URGENT|0|33|3498528|12500659|1|3463542|63609|2|19971026|TRUCK
645|2|29|170|1|19970807|1-URGENT|0|47|5029799|12500659|7|4677713|64210|5|19971020|TRUCK
645|3|29|70|2|19970807|1-URGENT|0|46|4462322|12500659|10|4016089|58204|1|19971026|REG AIR
646|1|22|109|2|19940414|5-LOW|0|31|3128210|5521206|0|3128210|60546|5|19940709|MAIL
646|2|22|127|1|19940414|5-LOW|0|1|102712|5521206|7|95522|61627|1|19940530|MAIL
646|3|22|30|2|19940414|5-LOW|0|24|2232072|5521206|6|2098147|55801|2|19940522|TRUCK
647|1|16|17|1|19940310|1-URGENT|0|41|3759741|3735677|8|3458961|55020|8|19940427|REG AIR
672|1|7|173|1|19920829|5-LOW|0|41|4399997|5373960|6|4135997|64390|6|19921117|REG AIR
672|2|7|190|1|19920829|5-LOW|0|9|981171|5373960|3|951735|65411|4|19921021|TRUCK
673|1|4|71|2|19970731|2-HIGH|0|22|2136354|11290162|3|2072263|58264|2|19970917|TRUCK
673|2|4|4|2|19970731|2-HIGH|0|22|1988800|11290162|10|1789920|54240|3|19971011|FOB
673|3|4|59|2|19970731|2-HIGH|0|6|575430|11290162|5|546658|57543|8|19970925|RAIL
673|4|4|175|2|19970731|2-HIGH|0|36|3870612|11290162|10|3483550|64510|8|19971016|SHIP
673|5|4|71|1|19970731|2-HIGH|0|31|3010317|11290162|1|2980213|58264|0|19971005|TRUCK
674|1|8|102|1|19961213|2-HIGH|0|23|2304830|19525996|6|2166540|60126|7|19970129|SHIP
674|2|8|59|2|19961213|2-HIGH|0|4|383620|19525996|2|375947|57543|7|19970308|RAIL
674|3|8|180|2|19961213|2-HIGH|0|30|3240540|19525996|0|3240540|64810|5|19970214|RAIL
674|4|8|173|2|19961213|2-HIGH|0|47|5043899|19525996|7|4690826|64390|3|19970213|REG AIR
674|5|8|68|1|19961213|2-HIGH|0|35|3388210|19525996|8|3117153|58083|3|19970211|AIR
674|6|8|92|2|19961213|2-HIGH|0|26|2579434|19525996|0|2579434|59525|8|19970115|RAIL
674|7|8|17|2|19961213|2-HIGH|0|27|2475927|19525996|0|2475927|55020|4|19970202|REG AIR
675|1|25|157|2|19931124|3-MEDIUM|0|1|105715|12518872|4|101486|63429|8|19940124|REG AIR
675|2|25|137|2|19931124|3-MEDIUM|0|35|3629955|12518872|8|3339558|62227|7|19940209|REG AIR
675|3|25|176|1|19931124|3-MEDIUM|0|34|3658978|12518872|10|3293080|64570|4|19940131|FOB
675|4|25|100|2|19931124|3-MEDIUM|0|15|1500150|12518872|9|1365136|60006|5|19940122|TRUCK
675|5|25|5|1|19931124|3-MEDIUM|0|46|4163000|12518872|9|3788330|54300|5|19940207|AIR
676|1|28|51|2|19930227|5-LOW|0|9|855945|15308193|9|778909|57063|2|19930419|REG AIR
676|2|28|78|2|19930227|5-LOW|0|20|1956140|15308193|7|1819210|58684|7|19930418|REG AIR
676|3|28|163|1|19930227|5-LOW|0|35|3721060|15308193|5|3535007|63789|1|19930330|RAIL
676|4|28|73|2|19930227|5-LOW|0|24|2335368|15308193|1|2312014|58384|6|19930402|TRUCK
676|5|28|166|2|19930227|5-LOW|0|31|3305096|15308193|1|3272045|63969|6|19930515|TRUCK
676|6|28|76|1|19930227|5-LOW|0|33|3221031|15308193|9|2931138|58564|5|19930509|TRUCK
677|1|10|59|1|19951215|2-HIGH|0|32|3068960|3181897|4|2946201|57543|8|19960221|RAIL
678|1|17|146|1|19961121|3-MEDIUM|0|20|2092280|4228347|5|1987666|62768|8|19961230|MAIL
678|2|17|37|2|19961121|3-MEDIUM|0|22|2061466|4228347|1|2040851|56221|2|19970121|REG AIR
679|1|10|192|1|19970213|4-NOT SPECI|0|9|982971|2698955|9|894503|65531|0|19970328|REG AIR
679|2|10|77|2|19970213|4-NOT SPECI|0|19|1856433|2698955|10|1670789|58624|8|19970430|AIR
704|1|29|190|1|19950909|1-URGENT|0|40|4360760|4349858|5|4142722|65411|5|19951029|AIR
705|1|25|189|1|19941120|3-MEDIUM|0|46|5010228|8377349|5|4759716|65350|6|19950210|SHIP
705|2|25|117|2|19941120|3-MEDIUM|0|35|3559885|8377349|10|3203896|61026|4|19941225|FOB
706|1|7|197|1|19980703|3-MEDIUM|0|23|2523537|13876028|5|2397360|65831|0|19980925|SHIP
706|2|7|131|2|19980703|3-MEDIUM|0|44|4536972|13876028|9|4128644|61867|5|19980827|REG AIR
706|3|7|58|1|19980703|3-MEDIUM|0|28|2682540|13876028|4|2575238|57483|0|19980929|AIR
706|4|7|161|2|19980703|3-MEDIUM|0|1|106116|13876028|1|105054|63669|7|19980819|TRUCK
706|5|7|91|2|19980703|3-MEDIUM|0|11|1090199|13876028|0|1090199|59465|5|19980912|SHIP
706|6|7|57|2|19980703|3-MEDIUM|0|34|3253970|13876028|4|3123811|57423|6|19980909|MAIL
707|1|8|155|1|19980421|1-URGENT|0|34|3587510|11877964|1|3551634|63309|2|19980616|RAIL
707|2|8|43|1|19980421|1-URGENT|0|22|2074688|11877964|0|2074688|56582|6|19980529|REG AIR
707|3|8|68|2|19980421|1-URGENT|0|40|3872240|11877964|5|3678628|58083|3|19980716|AIR
707|4|8|141|1|19980421|1-URGENT|0|22|2290508|11877964|2|2244697|62468|1|19980704|FOB
708|1|28|124|2|19930102|5-LOW|0|3|307236|12740407|5|291874|61447|2|19930324|FOB
708|2|28|180|1|19930102|5-LOW|0|19|2052342|12740407|6|1929201|64810|0|19930325|SHIP
708|3|28|122|2|19930102|5-LOW|0|33|3372996|12740407|9|3069426|61327|6|19930322|RAIL
708|4|28|56|1|19930102|5-LOW|0|5|478025|12740407|7|444563|57363|7|19930214|REG AIR
708|5|28|143|2|19930102|5-LOW|0|36|3755304|12740407|8|3454879|62588|1|19930306|SHIP
708|6|28|23|2|19930102|5-LOW|0|7|646114|12740407|10|581502|55381|3|19930214|REG AIR
708|7|28|60|1|19930102|5-LOW|0|26|2496156|12740407|0|2496156|57603|8|19930302|FOB
709|1|13|87|2|19930923|4-NOT SPECI|0|7|690956|7205587|0|690956|59224|0|19931110|RAIL
709|2|13|198|1|19930923|4-NOT SPECI|0|15|1647285|7205587|8|1515502|65891|0|19931128|RAIL
709|3|13|169|1|19930923|4-NOT SPECI|0|10|1069160|7205587|1|1058468|64149|2|19931202|REG AIR
709|4|13|108|1|19930923|4-NOT SPECI|0|40|4032400|7205587|10|3629160|60486|8|19931122|RAIL
710|1|10|163|2|19980621|5-LOW|0|47|4996852|13668768|6|4697040|63789|8|19980910|MAIL
710|2|10|193|1|19980621|5-LOW|0|38|4154122|13668768|7|3863333|65591|2|19980829|FOB
710|3|10|139|2|19980621|5-LOW|0|7|727391|13668768|4|698295|62347|6|19980914|REG AIR
710|4|10|90|1|19980621|5-LOW|0|25|2475225|13668768|0|2475225|59405|5|19980725|FOB
710|5|10|186|2|19980621|5-LOW|0|12|1303416|13668768|1|1290381|65170|2|19980816|MAIL
711|1|25|146|1|19920426|5-LOW|0|2|209228|195837|10|188305|62768|4|19920712|REG AIR
736|1|5|158|1|19930302|4-NOT SPECI|0|46|4867490|13020417|5|4624115|63489|1|19930513|AIR
736|2|5|80|1|19930302|4-NOT SPECI|0|23|2254184|13020417|2|2209100|58804|5|19930508|AIR
736|3|5|57|2|19930302|4-NOT SPECI|0|13|1244165|13020417|0|1244165|57423|3|19930406|FOB
736|4|5|98|2|19930302|4-NOT SPECI|0|14|1397326|13020417|6|1313486|59885|4|19930425|REG AIR
736|5|5|169|2|19930302|4-NOT SPECI|0|32|3421312|13020417|4|3284459|64149|3|19930503|RAIL
737|1|1|182|2|19980531|5-LOW|0|12|1298616|12782491|1|1285629|64930|1|19980804|RAIL
737|2|1|149|2|19980531|5-LOW|0|35|3671990|12782491|10|3304791|62948|4|19980723|SHIP
737|3|1|147|2|19980531|5-LOW|0|30|3141420|12782491|6|2952934|62828|2|19980824|REG AIR
737|4|1|126|1|19980531|5-LOW|0|39|4001868|12782491|6|3761755|61567|1|19980711|FOB
737|5|1|130|2|19980531|5-LOW|0|12|1236156|12782491|2|1211432|61807|2|19980706|TRUCK
738|1|10|198|2|19950716|3-MEDIUM|0|34|3733846|6958175|0|3733846|65891|6|19950829|TRUCK
738|2|10|188|1|19950716|3-MEDIUM|0|4|435272|6958175|0|435272|65290|3|19950822|AIR
738|3|10|170|1|19950716|3-MEDIUM|0|23|2461391|6958175|4|2362935|64210|8|19950816|SHIP
739|1|22|85|1|19980707|2-HIGH|0|28|2758224|7296786|0|2758224|59104|3|19980910|RAIL
739|2|22|4|1|19980707|2-HIGH|0|50|4520000|7296786|7|4203600|54240|6|19980822|MAIL
740|1|22|2|2|19941223|5-LOW|0|22|1984400|20275566|10|1785960|54120|2|19950218|FOB
740|2|22|66|2|19941223|5-LOW|0|35|3381210|20275566|0|3381210|57963|0|19950129|TRUCK
740|3|22|199|1|19941223|5-LOW|0|29|3187651|20275566|6|2996391|65951|5|19950224|FOB
740|4|22|193|2|19941223|5-LOW|0|40|4372760|20275566|8|4022939|65591|1|19950210|SHIP
740|5|22|11|2|19941223|5-LOW|0|36|3279636|20275566|7|3050061|54660|5|19950314|RAIL
740|6|22|153|1|19941223|5-LOW|0|44|4633860|20275566|6|4355828|63189|7|19950210|REG AIR
741|1|16|187|2|19961004|4-NOT SPECI|0|25|2717950|2794595|3|2636411|65230|6|19961124|MAIL
742|1|20|102|1|19960820|3-MEDIUM|0|46|4609660|23414406|4|4425273|60126|8|19961115|SHIP
742|2|20|96|1|19960820|3-MEDIUM|0|15|1494135|23414406|8|1374604|59765|5|19961115|SHIP
742|3|20|102|1|19960820|3-MEDIUM|0|24|2405040|23414406|8|2212636|60126|8|19961107|SHIP
742|4|20|192|1|19960820|3-MEDIUM|0|16|1747504|23414406|1|1730028|65531|5|19961023|AIR
742|5|20|101|1|19960820|3-MEDIUM|0|48|4805280|23414406|9|4372804|60066|8|19960920|TRUCK
742|6|20|192|2|19960820|3-MEDIUM|0|49|5351731|23414406|2|5244696|65531|7|19961011|RAIL
742|7|20|162|2|19960820|3-MEDIUM|0|26|2761616|23414406|4|2651151|63729|0|19961005|RAIL
743|1|16|192|2|19930602|3-MEDIUM|0|21|2293599|4263234|1|2270663|65531|4|19930704|MAIL
743|2|16|61|1|19930602|3-MEDIUM|0|20|1922120|4263234|3|1864456|57663|2|19930805|FOB
768|1|7|196|1|19980523|5-LOW|0|39|4275141|4531068|6|4018632|65771|8|19980730|SHIP
768|2|7|18|1|19980523|5-LOW|0|2|183602|4531068|0|183602|55080|4|19980706|SHIP
769|1|10|176|1|19950617|1-URGENT|0|36|3874212|16356410|2|3796727|64570|2|19950822|AIR
769|2|10|160|1|19950617|1-URGENT|0|4|424064|16356410|1|419823|63609|4|19950827|FOB
769|3|10|3|2|19950617|1-URGENT|0|33|2979900|16356410|0|2979900|54180|2|19950905|RAIL
769|4|10|44|2|19950617|1-URGENT|0|19|1793676|16356410|10|1614308|56642|4|19950910|SHIP
769|5|10|53|2|19950617|1-URGENT|0|44|4193420|16356410|10|3774078|57183|8|19950821|MAIL
769|6|10|161|1|19950617|1-URGENT|0|32|3395712|16356410|7|3158012|63669|3|19950722|SHIP
770|1|20|181|1|19930417|2-HIGH|0|39|4216602|9849151|9|3837107|64870|6|19930704|REG AIR
770|2|20|54|1|19930417|2-HIGH|0|25|2385125|9849151|3|2313571|57243|2|19930617|AIR
770|3|20|82|1|19930417|2-HIGH|0|8|785664|9849151|10|707097|58924|5|19930630|FOB
770|4|20|152|1|19930417|2-HIGH|0|15|1578225|9849151|5|1499313|63129|5|19930621|AIR
770|5|20|6|1|19930417|2-HIGH|0|13|1177800|9849151|8|1083576|54360|2|19930528|SHIP
771|1|28|7|2|19930926|3-MEDIUM|0|12|1088400|10530205|10|979560|54420|8|19931111|TRUCK
771|2|28|161|1|19930926|3-MEDIUM|0|38|4032408|10530205|3|3911435|63669|8|19931220|REG AIR
771|3|28|7|1|19930926|3-MEDIUM|0|14|1269800|10530205|2|1244404|54420|5|19931122|AIR
771|4|28|42|1|19930926|3-MEDIUM|0|7|659428|10530205|6|619862|56522|2|19931210|REG AIR
771|5|28|78|2|19930926|3-MEDIUM|0|13|1271491|10530205|9|1157056|58684|1|19931130|FOB
771|6|28|82|2|19930926|3-MEDIUM|0|23|2258784|10530205|8|2078081|58924|3|19931217|FOB
772|1|16|53|2|19951204|1-URGENT|0|35|3335675|17204268|10|3002107|57183|6|19960122|SHIP
772|2|16|84|2|19951204|1-URGENT|0|10|984080|17204268|5|934876|59044|1|19960105|MAIL
772|3|16|86|1|19951204|1-URGENT|0|35|3451280|17204268|3|3347741|59164|4|19960130|MAIL
772|4|16|180|2|19951204|1-URGENT|0|10|1080180|17204268|8|993765|64810|2|19960126|AIR
772|5|16|54|1|19951204|1-URGENT|0|42|4007010|17204268|2|3926869|57243|7|19960303|MAIL
772|6|16|66|1|19951204|1-URGENT|0|46|4443876|17204268|7|4132804|57963|6|19960218|REG AIR
773|1|28|100|1|19950318|1-URGENT|0|5|500050|7468744|6|470047|60006|4|19950610|MAIL
773|2|28|11|1|19950318|1-URGENT|0|31|2824131|7468744|2|2767648|54660|6|19950424|MAIL
773|3|28|151|2|19950318|1-URGENT|0|39|4099485|7468744|6|3853515|63069|5|19950614|FOB
